task_id,oracle_utility,best_qsar_utility,best_final_llm_utility,best_raw_llm_utility,similarity_utility,rules_utility,oracle_minus_best_qsar,best_qsar_minus_best_final_llm,best_qsar_minus_best_raw_llm,best_final_llm_minus_similarity,best_qsar_minus_similarity
CARA_LO_CHEMBL1006579_IC50_0001,78.57,74.66000000000001,74.69,74.69,74.79,64.125,3.9099999999999824,-0.029999999999986926,-0.029999999999986926,-0.10000000000000853,-0.12999999999999545
CARA_LO_CHEMBL1048115_IC50_0002,77.0,75.05999999999999,72.94,72.94,72.6,66.64,1.940000000000012,2.1199999999999903,2.1199999999999903,0.3400000000000034,2.4599999999999937
CARA_LO_CHEMBL1243978_IC50_0003,70.86,58.81999999999999,66.71000000000001,66.71000000000001,60.59,53.4,12.040000000000006,-7.890000000000015,-7.890000000000015,6.1200000000000045,-1.7700000000000102
CARA_LO_CHEMBL1614295_Potency_0004,57.239999999999995,49.730000000000004,51.66,51.66,49.959999999999994,50.410000000000004,7.509999999999991,-1.9299999999999926,-1.9299999999999926,1.7000000000000028,-0.22999999999998977
CARA_LO_CHEMBL2032586_IC50_0005,88.24,80.33,85.01,85.01,82.42999999999999,77.53,7.909999999999997,-4.680000000000007,-4.680000000000007,2.5800000000000125,-2.0999999999999943
CARA_LO_CHEMBL2038596_IC50_0006,79.01,77.91999999999999,75.28,69.89,63.71000000000001,61.63000000000001,1.0900000000000176,2.6399999999999864,8.029999999999987,11.569999999999993,14.20999999999998
CARA_LO_CHEMBL2046255_IC50_0007,71.82,65.8,68.53,68.53,63.34,61.65,6.019999999999996,-2.730000000000004,-2.730000000000004,5.189999999999998,2.4599999999999937
CARA_LO_CHEMBL2328568_IC50_0008,85.99000000000001,76.62,72.02,72.02,71.72999999999999,60.550000000000004,9.370000000000005,4.6000000000000085,4.6000000000000085,0.29000000000000625,4.890000000000015
CARA_LO_CHEMBL3431931_IC50_0009,63.300000000000004,61.44,61.37,61.37,62.56999999999999,50.190000000000005,1.8600000000000065,0.07000000000000028,0.07000000000000028,-1.1999999999999957,-1.1299999999999955
CARA_LO_CHEMBL3705123_IC50_0010,80.49999999999999,71.90000000000002,72.04,65.87,77.28,64.28,8.599999999999966,-0.13999999999998636,6.030000000000015,-5.239999999999995,-5.379999999999981
CARA_LO_CHEMBL3705125_IC50_0011,78.92,71.09,73.49,73.49,71.33999999999999,71.34,7.829999999999998,-2.3999999999999915,-2.3999999999999915,2.1500000000000057,-0.2499999999999858
CARA_LO_CHEMBL3705142_IC50_0012,72.94000000000001,71.94,72.41,72.41,71.78,70.53,1.0000000000000142,-0.46999999999999886,-0.46999999999999886,0.6299999999999955,0.1599999999999966
CARA_LO_CHEMBL3705264_IC50_0013,70.76,62.71,65.9,65.9,62.6,57.85000000000001,8.050000000000004,-3.190000000000005,-3.190000000000005,3.3000000000000043,0.10999999999999943
CARA_LO_CHEMBL3705271_IC50_0014,82.18999999999998,78.72,75.94,75.94,75.44999999999999,74.105,3.4699999999999847,2.780000000000001,2.780000000000001,0.4900000000000091,3.2700000000000102
CARA_LO_CHEMBL3705334_IC50_0015,72.96999999999998,69.77,66.97,66.97,67.49,56.8,3.1999999999999886,2.799999999999997,2.799999999999997,-0.519999999999996,2.280000000000001
CARA_LO_CHEMBL3705357_IC50_0016,95.22999999999998,89.05999999999999,83.03,83.03,91.34,71.96000000000001,6.1699999999999875,6.029999999999987,6.029999999999987,-8.310000000000002,-2.2800000000000153
CARA_LO_CHEMBL3705358_IC50_0017,73.38,68.74,65.375,65.375,67.11,62.18,4.640000000000001,3.364999999999995,3.364999999999995,-1.7349999999999994,1.6299999999999955
CARA_LO_CHEMBL3705399_Ki_0018,87.44000000000001,84.21000000000001,83.41,83.41,83.54,77.18,3.230000000000004,0.8000000000000114,0.8000000000000114,-0.13000000000000966,0.6700000000000017
CARA_LO_CHEMBL3705467_IC50_0019,73.1,72.05999999999999,72.5,72.5,69.42999999999999,66.69,1.0400000000000063,-0.44000000000001194,-0.44000000000001194,3.0700000000000074,2.6299999999999955
CARA_LO_CHEMBL3705476_IC50_0020,71.79999999999998,67.55,65.44,65.44,68.23,58.95,4.249999999999986,2.1099999999999994,2.1099999999999994,-2.7900000000000063,-0.6800000000000068
CARA_LO_CHEMBL3705480_Ki_0021,95.5,92.27999999999999,90.59,90.59,89.41999999999999,81.08000000000001,3.220000000000013,1.6899999999999835,1.6899999999999835,1.170000000000016,2.8599999999999994
CARA_LO_CHEMBL3705486_Ki_0022,83.565,79.345,73.4,66.45,76.63,68.87,4.219999999999999,5.944999999999993,12.894999999999996,-3.2299999999999898,2.7150000000000034
CARA_LO_CHEMBL3705705_IC50_0023,80.045,77.52499999999999,76.815,76.815,78.00999999999999,74.06,2.5200000000000102,0.7099999999999937,0.7099999999999937,-1.1949999999999932,-0.48499999999999943
CARA_LO_CHEMBL3705715_Ki_0024,97.74999999999999,96.08999999999999,93.15,93.15,87.71000000000001,88.02999999999999,1.6599999999999966,2.9399999999999835,2.9399999999999835,5.439999999999998,8.379999999999981
CARA_LO_CHEMBL3705825_Ki_0025,82.4,77.00999999999999,73.465,73.465,74.545,72.97999999999999,5.390000000000015,3.5449999999999875,3.5449999999999875,-1.0799999999999983,2.464999999999989
CARA_LO_CHEMBL3705860_IC50_0026,91.41,89.76,85.35000000000001,85.35000000000001,87.68,87.11999999999999,1.6499999999999915,4.409999999999997,4.409999999999997,-2.3299999999999983,2.0799999999999983
CARA_LO_CHEMBL3705868_IC50_0027,73.55,68.16999999999999,68.09,68.09,66.33999999999999,54.410000000000004,5.38000000000001,0.07999999999998408,0.07999999999998408,1.7500000000000142,1.8299999999999983
CARA_LO_CHEMBL3705882_Ki_0028,86.34999999999998,80.33999999999999,82.74,82.74,79.39999999999999,64.96000000000001,6.009999999999991,-2.4000000000000057,-2.4000000000000057,3.3400000000000034,0.9399999999999977
CARA_LO_CHEMBL3705899_IC50_0029,84.27,78.03,74.03,74.03,79.35,60.949999999999996,6.239999999999995,4.0,4.0,-5.319999999999993,-1.3199999999999932
CARA_LO_CHEMBL3705917_IC50_0030,72.78999999999999,69.28,70.3,70.3,70.44,54.47,3.509999999999991,-1.019999999999996,-1.019999999999996,-0.14000000000000057,-1.1599999999999966
CARA_LO_CHEMBL3705960_IC50_0031,90.17,79.39000000000001,82.35,82.35,83.28999999999999,68.6,10.779999999999987,-2.9599999999999795,-2.9599999999999795,-0.9399999999999977,-3.8999999999999773
CARA_LO_CHEMBL3705963_IC50_0032,68.44,66.79,65.59,65.59,63.83,59.57000000000001,1.6499999999999915,1.2000000000000028,1.2000000000000028,1.7600000000000051,2.960000000000008
CARA_LO_CHEMBL3705983_IC50_0033,71.49000000000001,67.10000000000001,62.72,62.72,66.44,53.68,4.390000000000001,4.38000000000001,4.38000000000001,-3.719999999999999,0.6600000000000108
CARA_LO_CHEMBL3706272_IC50_0034,85.58999999999999,79.495,79.785,79.785,80.15499999999999,70.05499999999999,6.094999999999985,-0.28999999999999204,-0.28999999999999204,-0.36999999999999034,-0.6599999999999824
CARA_LO_CHEMBL3706298_IC50_0035,91.16,87.35999999999999,86.47,86.47,88.32999999999998,81.63,3.8000000000000114,0.8899999999999864,0.8899999999999864,-1.8599999999999852,-0.9699999999999989
CARA_LO_CHEMBL3706356_IC50_0036,81.66499999999999,77.17999999999999,78.36,78.36,74.64,62.800000000000004,4.484999999999999,-1.1800000000000068,-1.1800000000000068,3.719999999999999,2.539999999999992
CARA_LO_CHEMBL3706360_IC50_0037,80.38,77.57,73.66,73.66,74.5,69.06,2.8100000000000023,3.9099999999999966,3.9099999999999966,-0.8400000000000034,3.069999999999993
CARA_LO_CHEMBL3707497_IC50_0038,75.73999999999998,70.24,70.97,70.97,69.46999999999998,65.01,5.499999999999986,-0.730000000000004,-0.730000000000004,1.5000000000000142,0.7700000000000102
CARA_LO_CHEMBL3707783_IC50_0039,79.38,77.91999999999999,77.4,77.4,75.99,59.11,1.460000000000008,0.5199999999999818,0.5199999999999818,1.4100000000000108,1.9299999999999926
CARA_LO_CHEMBL3707789_Ki_0040,85.22000000000001,85.03,85.03,85.03,84.02999999999999,78.72999999999999,0.19000000000001194,0.0,0.0,1.0000000000000142,1.0000000000000142
CARA_LO_CHEMBL3707834_Ki_0041,83.56,82.65,81.48,81.48,81.52,76.09,0.9099999999999966,1.1700000000000017,1.1700000000000017,-0.03999999999999204,1.1300000000000097
CARA_LO_CHEMBL3707951_IC50_0042,77.65,69.41,71.81,71.81,72.59,56.129999999999995,8.240000000000009,-2.4000000000000057,-2.4000000000000057,-0.7800000000000011,-3.180000000000007
CARA_LO_CHEMBL3707962_IC50_0043,86.0,82.94,78.59,78.59,74.9,80.91,3.0600000000000023,4.349999999999994,4.349999999999994,3.6899999999999977,8.039999999999992
CARA_LO_CHEMBL3734174_IC50_0044,86.5,79.81,77.13,77.13,78.79,77.14,6.689999999999998,2.680000000000007,2.680000000000007,-1.6600000000000108,1.019999999999996
CARA_LO_CHEMBL3734552_EC50_0045,94.77000000000001,85.53000000000002,80.23,73.79,82.995,71.82000000000001,9.239999999999995,5.300000000000011,11.740000000000009,-2.7650000000000006,2.535000000000011
CARA_LO_CHEMBL3883076_IC50_0046,65.04,57.72,55.49,55.49,59.91999999999999,52.63,7.320000000000007,2.229999999999997,2.229999999999997,-4.4299999999999855,-2.1999999999999886
